"Date","Ring","wood_p_pool"
"2016-12-21",1,0.0116010243420618
"2016-12-21",2,0.0374332784649984
"2016-12-21",3,0
"2016-12-21",4,0
"2016-12-21",5,0.088713815919672
"2016-12-21",6,0.0701026506422009
