"Date","Ring","leaf_p_pool","old_p_pool","new_p_pool"
"2016-07-26",4,0.229276719776524,0.234253603505116,-0.00497688372859294
"2016-07-26",5,0.333547206934822,0.349202910519171,-0.0156557035843489
"2016-07-26",6,0.296891250050351,0.302693747997523,-0.00580249794717135
"2016-08-30",1,0.246371851438811,0.256848438535326,-0.0104765870965146
"2016-08-30",2,0.330905821869268,0.326289188617126,0.00461663325214168
"2016-08-30",3,0.229616241143461,0.249290789903358,-0.0196745487598967
"2016-08-30",4,0.215777820056151,0.223720797309791,-0.00794297725363991
"2016-08-30",5,0.306602858918672,0.319508621646869,-0.0129057627281975
"2016-08-30",6,0.284558615497635,0.297625909276459,-0.0130672937788237
"2016-09-13",1,0.234951484600381,0.239375764648755,-0.00442428004837431
"2016-09-13",2,0.339027067614524,0.33223291439706,0.0067941532174645
"2016-09-13",3,0.223509111872902,0.2266040012713,-0.00309488939839825
"2016-09-13",4,0.214604347666645,0.208553361735664,0.00605098593098103
"2016-09-13",5,0.295652544509949,0.289050986217126,0.0066015582928236
"2016-09-13",6,0.285966678164578,0.282102527335236,0.0038641508293421
"2016-10-13",1,0.223116993725289,0.194340718773377,0.0287762749519123
"2016-10-13",2,0.359411668896034,0.321211999480158,0.0381996694158757
"2016-10-13",3,0.221775462395497,0.180072859443951,0.0417026029515458
"2016-10-13",4,0.228792857551616,0.172650847622119,0.0561420099294968
"2016-10-13",5,0.272331854104935,0.208345483862589,0.0639863702423463
"2016-10-13",6,0.302445273843157,0.249970948202275,0.0524743256408818
"2016-11-07",1,0.205042335740798,0.176851608720711,0.0281907270200871
"2016-11-07",2,0.354673152173827,0.322600926605054,0.0320722255687723
"2016-11-07",3,0.216403529868396,0.175255240306502,0.0411482895618949
"2016-11-07",4,0.233498569994646,0.195208247996287,0.0382903219983593
"2016-11-07",5,0.258178191600466,0.202362988856141,0.0558152027443249
"2016-11-07",6,0.2901475261551,0.256400441101391,0.0337470850537089
"2016-12-12",1,0.219067351584274,0.153559831376473,0.0655075202078012
"2016-12-12",2,0.369759577593666,0.289165793783991,0.0805937838096749
"2016-12-12",3,0.224856906849004,0.163179783896869,0.0616771229521351
"2016-12-12",4,0.257060495425015,0.176577668551014,0.0804828268740016
"2016-12-12",5,0.274807449024699,0.200690124452549,0.0741173245721493
"2016-12-12",6,0.309713059624554,0.238746711944775,0.0709663476797786
