"Date","Ring","leaf_pool"
"2013-02-11",2,146.501465819685
"2013-02-11",3,137.052398799562
"2013-02-11",4,131.6966532749
"2013-02-11",5,162.523679473461
"2013-02-11",6,153.594849424211
"2013-02-12",1,138.379345421605
"2013-02-12",2,149.765088149024
"2013-02-12",3,136.809323784872
"2013-02-12",4,135.856872676287
"2013-02-12",5,166.413920015287
"2013-02-12",6,158.698772358035
"2013-02-16",1,146.98662579029
"2013-02-16",2,153.917900993242
"2013-02-16",3,138.251010078892
"2013-02-16",4,139.699232617792
"2013-02-16",5,171.56913855067
"2013-02-16",6,161.723634864725
"2013-02-23",1,150.993463203299
"2013-02-23",2,155.334743022446
"2013-02-23",3,137.848679020096
"2013-02-23",4,145.588981433238
"2013-02-23",5,168.250737375793
"2013-02-23",6,154.344674496292
"2013-02-26",1,152.75449297988
"2013-02-26",2,157.806888080298
"2013-02-26",3,135.971134079046
"2013-02-26",4,147.327859654941
"2013-02-26",5,171.777080138652
"2013-02-26",6,160.803395003535
"2013-02-28",1,158.34427850667
"2013-02-28",2,157.894829999352
"2013-02-28",3,132.987178726307
"2013-02-28",4,146.467769351733
"2013-02-28",5,168.70994171592
"2013-02-28",6,156.244799394861
"2013-03-01",1,164.146141911056
"2013-03-01",2,156.287291145624
"2013-03-01",3,147.575313319803
"2013-03-01",4,151.532558160637
"2013-03-01",5,172.740076827107
"2013-03-01",6,163.646232328888
"2013-03-02",1,167.922431938233
"2013-03-02",2,157.281605588806
"2013-03-02",3,140.864607064953
"2013-03-02",4,152.78142606641
"2013-03-02",5,173.964739967519
"2013-03-02",6,168.768180132609
"2013-03-11",1,173.372537004483
"2013-03-11",2,161.097879118356
"2013-03-11",3,146.998880859451
"2013-03-11",4,160.733202185199
"2013-03-11",5,180.275777756793
"2013-03-11",6,175.435543221936
"2013-03-15",1,172.025320021815
"2013-03-15",2,159.658490591082
"2013-03-15",3,142.163730968135
"2013-03-15",4,153.961996508586
"2013-03-15",5,178.630974706897
"2013-03-15",6,167.805607183289
"2013-03-21",1,171.668103397622
"2013-03-21",2,160.444472484264
"2013-03-21",3,145.131927965473
"2013-03-21",4,156.645111149895
"2013-03-21",5,182.859191242771
"2013-03-21",6,168.43260424202
"2013-04-03",1,156.583469586792
"2013-04-03",2,148.299859560751
"2013-04-03",3,144.760117590522
"2013-04-03",4,158.906121844285
"2013-04-03",5,184.19843650781
"2013-04-03",6,156.787796305274
"2013-04-04",1,159.249931039673
"2013-04-04",2,149.163349823308
"2013-04-04",3,144.58337610027
"2013-04-04",4,160.252783893813
"2013-04-04",5,185.509391699476
"2013-04-04",6,158.68486632136
"2013-04-06",1,172.951116370684
"2013-04-06",2,152.948009271959
"2013-04-06",3,150.398171129546
"2013-04-06",4,172.393146310011
"2013-04-06",5,193.901351341898
"2013-04-06",6,166.071525417809
"2013-04-15",1,187.653542168192
"2013-04-15",2,166.368852608075
"2013-04-15",3,159.367801759811
"2013-04-15",4,172.352338369116
"2013-04-15",5,206.43851437205
"2013-04-15",6,181.220591778144
"2013-04-16",1,174.690112970389
"2013-04-16",2,154.546384864351
"2013-04-16",3,142.727590452629
"2013-04-16",4,143.297084452031
"2013-04-16",5,188.796011757454
"2013-04-16",6,167.602011855907
"2013-04-20",1,187.537609061545
"2013-04-20",2,159.130232109198
"2013-04-20",3,151.493968369105
"2013-04-20",4,148.163431403734
"2013-04-20",5,195.083057430159
"2013-04-20",6,170.635490963754
"2013-05-12",1,164.319073365097
"2013-05-12",2,149.098321369068
"2013-05-12",3,155.476941417896
"2013-05-12",4,170.148944221235
"2013-05-12",5,195.221012264961
"2013-05-12",6,171.030287029576
"2013-05-13",1,157.73846599787
"2013-05-13",2,142.640991425226
"2013-05-13",3,146.275133655783
"2013-05-13",4,162.911975242296
"2013-05-13",5,186.306113450339
"2013-05-13",6,163.8774360211
"2013-05-22",1,160.767288594044
"2013-05-22",2,138.698809332438
"2013-05-22",3,151.816202495753
"2013-05-22",4,162.826457145056
"2013-05-22",5,184.597583591862
"2013-05-22",6,159.705733302441
"2013-05-23",1,178.0795155916
"2013-05-23",2,143.568563682352
"2013-05-23",3,155.086341483276
"2013-05-23",4,166.386147942673
"2013-05-23",5,189.799532043649
"2013-05-23",6,166.10615391189
"2013-05-27",1,178.689638128959
"2013-05-27",2,143.86288949471
"2013-05-27",3,151.807118776343
"2013-05-27",4,163.264737393411
"2013-05-27",5,189.704083448204
"2013-05-27",6,171.439837753098
"2013-05-29",1,188.20101268457
"2013-05-29",2,143.452617150212
"2013-05-29",3,153.18784412663
"2013-05-29",4,162.270589512996
"2013-05-29",5,185.40889665315
"2013-05-29",6,173.582835725011
"2013-06-01",1,187.278767582994
"2013-06-01",2,152.02678614072
"2013-06-01",3,152.453435325283
"2013-06-01",4,167.98614711329
"2013-06-01",5,189.827498281417
"2013-06-01",6,175.263935951501
"2013-06-02",1,184.895297364355
"2013-06-02",2,149.196548948439
"2013-06-02",3,153.967336326267
"2013-06-02",4,164.52184972822
"2013-06-02",5,184.635815526741
"2013-06-02",6,170.30107405834
"2013-06-06",1,181.859846502948
"2013-06-06",2,150.71699999672
"2013-06-06",3,152.381344801426
"2013-06-06",4,168.438011989603
"2013-06-06",5,188.906238495005
"2013-06-06",6,177.745366898082
"2013-06-12",1,194.322296166329
"2013-06-12",2,157.540711026653
"2013-06-12",3,162.293791831679
"2013-06-12",4,173.559147254489
"2013-06-12",5,195.451021560974
"2013-06-12",6,181.959117562087
"2013-06-30",1,180.074915890783
"2013-06-30",2,151.193285867265
"2013-06-30",3,159.842714020562
"2013-06-30",4,171.697894311579
"2013-06-30",5,190.739161611721
"2013-06-30",6,183.429248349306
"2013-07-13",1,185.048285214823
"2013-07-13",2,166.074254161417
"2013-07-13",3,163.120273676009
"2013-07-13",4,178.973572107018
"2013-07-13",5,198.327251199388
"2013-07-13",6,184.956095065588
"2013-07-15",1,182.090365680157
"2013-07-15",2,153.394890087539
"2013-07-15",3,152.052483540588
"2013-07-15",4,164.376743985027
"2013-07-15",5,183.18857656393
"2013-07-15",6,170.341939085051
"2013-07-30",1,179.08000076367
"2013-07-30",2,157.941388118484
"2013-07-30",3,155.413944841815
"2013-07-30",4,176.461358364954
"2013-07-30",5,194.139752925463
"2013-07-30",6,165.323215071571
"2013-08-08",1,157.156320168188
"2013-08-08",2,155.344362395977
"2013-08-08",3,138.973843387823
"2013-08-08",4,162.649352827712
"2013-08-08",5,177.893490234408
"2013-08-08",6,151.476365812401
"2013-09-08",1,130.418008748381
"2013-09-08",2,137.796913793664
"2013-09-08",3,134.292434386551
"2013-09-08",4,143.049589248135
"2013-09-08",5,169.15535017493
"2013-09-08",6,129.927221696581
"2013-09-09",1,133.279782531105
"2013-09-09",2,137.657402888753
"2013-09-09",3,133.685174541694
"2013-09-09",4,150.476889801934
"2013-09-09",5,171.408673852366
"2013-09-09",6,137.432107521409
"2013-09-24",1,125.63490274404
"2013-09-24",2,128.89811107326
"2013-09-24",3,134.18682397875
"2013-09-24",4,147.909698768568
"2013-09-24",5,168.443260874269
"2013-09-24",6,125.131938354826
"2013-10-01",1,125.351185145696
"2013-10-01",2,129.889264014108
"2013-10-01",3,130.55662328555
"2013-10-01",4,139.188406028548
"2013-10-01",5,163.245307441304
"2013-10-01",6,130.374428389748
"2013-10-22",1,116.721101042057
"2013-10-22",2,113.33117126352
"2013-10-22",3,107.444063491455
"2013-10-22",4,115.651948912733
"2013-10-22",5,141.032109111526
"2013-10-22",6,120.795400159223
"2013-11-05",1,117.859150377845
"2013-11-05",2,111.843453997749
"2013-11-05",3,108.859051885366
"2013-11-05",4,112.751847415125
"2013-11-05",5,137.909220036106
"2013-11-05",6,120.213358874116
"2013-11-10",1,119.808225388713
"2013-11-10",2,113.247044451167
"2013-11-10",3,109.198964056985
"2013-11-10",4,113.151401161256
"2013-11-10",5,138.358110806567
"2013-11-10",6,123.375559893387
"2013-11-11",1,123.564822476698
"2013-11-11",2,117.705508244378
"2013-11-11",3,110.942103398625
"2013-11-11",4,116.425522136496
"2013-11-11",5,143.91438100983
"2013-11-11",6,125.961007267634
"2013-11-16",1,120.570433493521
"2013-11-16",2,123.257946949812
"2013-11-16",3,113.025154911883
"2013-11-16",4,122.385532182949
"2013-11-16",5,158.248959613222
"2013-11-16",6,133.866509815811
"2013-11-17",1,116.606951348516
"2013-11-17",2,122.432305506625
"2013-11-17",3,113.007723518467
"2013-11-17",4,119.111411207709
"2013-11-17",5,153.171506231784
"2013-11-17",6,132.394793618163
"2013-11-18",1,117.380048140536
"2013-11-18",2,124.888588800107
"2013-11-18",3,113.391214173628
"2013-11-18",4,120.010407136504
"2013-11-18",5,155.755121999549
"2013-11-18",6,135.248729758197
"2013-11-23",1,130.686023913054
"2013-11-23",2,137.675710651469
"2013-11-23",3,124.416570509495
"2013-11-23",4,129.932658498756
"2013-11-23",5,165.441187291054
"2013-11-23",6,140.220743939441
"2013-12-09",1,87.238386792243
"2013-12-09",2,99.1769055334467
"2013-12-09",3,106.929444450333
"2013-12-09",4,106.239676089307
"2013-12-09",5,142.07996033847
"2013-12-09",6,104.7870898063
"2013-12-14",1,87.8584694824491
"2013-12-14",2,102.161607443624
"2013-12-14",3,104.124171288496
"2013-12-14",4,100.872116669611
"2013-12-14",5,133.073732604246
"2013-12-14",6,112.713954849146
"2013-12-22",1,97.7797925257468
"2013-12-22",2,111.91385073231
"2013-12-22",3,120.388174341143
"2013-12-22",4,117.535301133587
"2013-12-22",5,144.992465168787
"2013-12-22",6,121.649097451732
"2013-12-23",1,98.0858073598745
"2013-12-23",2,108.155953062671
"2013-12-23",3,112.844375251979
"2013-12-23",4,116.993795139034
"2013-12-23",5,147.930974506518
"2013-12-23",6,120.206358829663
"2013-12-24",1,100.743304603615
"2013-12-24",2,110.118041226465
"2013-12-24",3,115.608515376253
"2013-12-24",4,119.919827530655
"2013-12-24",5,149.361222414263
"2013-12-24",6,121.591715801991
"2013-12-25",1,103.167264210784
"2013-12-25",2,110.899550918823
"2013-12-25",3,118.907384988854
"2013-12-25",4,122.370854663897
"2013-12-25",5,151.216210609762
"2013-12-25",6,122.739348796819
"2014-01-02",1,94.4251299681751
"2014-01-02",2,104.151530677807
"2014-01-02",3,115.448076807775
"2014-01-02",4,123.289924273979
"2014-01-02",5,142.517603720626
"2014-01-02",6,113.410092925865
"2014-01-03",1,96.201311450762
"2014-01-03",2,106.566860567883
"2014-01-03",3,121.42261799336
"2014-01-03",4,123.887814389674
"2014-01-03",5,146.357210058765
"2014-01-03",6,116.28979586951
"2014-01-07",1,99.2042082018982
"2014-01-07",2,110.283823568748
"2014-01-07",3,123.790623886995
"2014-01-07",4,124.892601945218
"2014-01-07",5,145.054349624666
"2014-01-07",6,117.809832774388
"2014-01-08",1,100.53953888485
"2014-01-08",2,115.921913513881
"2014-01-08",3,127.404948672017
"2014-01-08",4,129.160873048931
"2014-01-08",5,151.990165465017
"2014-01-08",6,122.913809904529
"2014-01-09",1,101.779032437447
"2014-01-09",2,116.624934605805
"2014-01-09",3,128.49547770198
"2014-01-09",4,132.133715568637
"2014-01-09",5,154.634205757747
"2014-01-09",6,123.178770465929
"2014-01-10",1,100.398977760329
"2014-01-10",2,117.439325375657
"2014-01-10",3,129.118637147674
"2014-01-10",4,133.047158800949
"2014-01-10",5,152.802537265102
"2014-01-10",6,120.65467248627
"2014-01-21",1,111.407469467154
"2014-01-21",2,130.330365595887
"2014-01-21",3,131.883907187938
"2014-01-21",4,141.924166213146
"2014-01-21",5,159.837983609237
"2014-01-21",6,129.286808670851
"2014-01-22",1,112.289171066424
"2014-01-22",2,132.488153105753
"2014-01-22",3,132.530435112845
"2014-01-22",4,144.265902499619
"2014-01-22",5,164.512953402181
"2014-01-22",6,132.027058687443
"2014-01-23",1,115.962927730048
"2014-01-23",2,134.771231503288
"2014-01-23",3,134.540124325206
"2014-01-23",4,147.031144284709
"2014-01-23",5,168.176290387471
"2014-01-23",6,136.245509730797
"2014-01-24",1,114.480646780551
"2014-01-24",2,135.850125258221
"2014-01-24",3,136.534234551425
"2014-01-24",4,150.444100361802
"2014-01-24",5,171.556063631222
"2014-01-24",6,138.734744478693
"2014-01-25",1,114.589262194954
"2014-01-25",2,131.826895643052
"2014-01-25",3,137.398868282325
"2014-01-25",4,150.693221243342
"2014-01-25",5,167.777768372335
"2014-01-25",6,139.773668785238
"2014-01-26",1,119.208611878084
"2014-01-26",2,144.6900934438
"2014-01-26",3,145.126045408923
"2014-01-26",4,158.69830557015
"2014-01-26",5,177.357624505416
"2014-01-26",6,145.142606476779
"2014-02-04",1,153.152091138555
"2014-02-04",2,131.844990911143
"2014-02-04",3,122.552384330859
"2014-02-04",4,128.177953149695
"2014-02-04",5,169.839124709405
"2014-02-04",6,128.3355464141
"2014-02-05",1,152.985122382884
"2014-02-05",2,134.515194922252
"2014-02-05",3,126.509504592613
"2014-02-05",4,131.474779495164
"2014-02-05",5,171.305727214252
"2014-02-05",6,133.412019731466
"2014-02-06",1,153.143742700771
"2014-02-06",2,134.47118057042
"2014-02-06",3,127.50063377967
"2014-02-06",4,132.337707196327
"2014-02-06",5,174.902590340666
"2014-02-06",6,133.570210118127
"2014-02-10",1,151.440661392934
"2014-02-10",2,131.331490139776
"2014-02-10",3,119.800891363807
"2014-02-10",4,126.961003827542
"2014-02-10",5,167.291005273609
"2014-02-10",6,128.810117574081
"2014-02-13",1,159.087830402633
"2014-02-13",2,141.39610525857
"2014-02-13",3,128.499159453196
"2014-02-13",4,133.768544581162
"2014-02-13",5,173.181995223247
"2014-02-13",6,133.462353036313
"2014-02-14",1,159.154617904901
"2014-02-14",2,140.119689055458
"2014-02-14",3,130.192954854957
"2014-02-14",4,133.156382194867
"2014-02-14",5,174.82885054992
"2014-02-14",6,133.793114753875
"2014-02-15",1,163.813046188101
"2014-02-15",2,146.575127324072
"2014-02-15",3,134.046524306123
"2014-02-15",4,136.563840296896
"2014-02-15",5,178.737059459485
"2014-02-15",6,138.711397684581
"2014-02-16",1,168.621746351405
"2014-02-16",2,152.715129404561
"2014-02-16",3,139.07613510611
"2014-02-16",4,139.720533084057
"2014-02-16",5,182.227409554821
"2014-02-16",6,142.996919068647
"2014-02-17",1,171.785804271357
"2014-02-17",2,158.348966438988
"2014-02-17",3,139.046549160228
"2014-02-17",4,142.759218664221
"2014-02-17",5,190.043827373952
"2014-02-17",6,154.113388967582
"2014-02-18",1,174.966559066875
"2014-02-18",2,163.344595371859
"2014-02-18",3,142.559880233748
"2014-02-18",4,140.354821821664
"2014-02-18",5,191.674296080458
"2014-02-18",6,155.558673863886
"2014-02-27",1,179.850395170231
"2014-02-27",2,164.217546683183
"2014-02-27",3,139.667854023756
"2014-02-27",4,141.498016639444
"2014-02-27",5,188.020079783464
"2014-02-27",6,154.889959956641
"2014-02-28",1,184.366900011111
"2014-02-28",2,168.809710724266
"2014-02-28",3,142.537690774337
"2014-02-28",4,145.738900640887
"2014-02-28",5,185.586666688829
"2014-02-28",6,156.630054209903
"2014-03-01",1,197.182427632736
"2014-03-01",2,181.774946880651
"2014-03-01",3,154.128338535453
"2014-03-01",4,148.401425755015
"2014-03-01",5,201.189125144952
"2014-03-01",6,165.444104425768
"2014-03-02",1,202.224048616655
"2014-03-02",2,181.495817973993
"2014-03-02",3,158.255447646178
"2014-03-02",4,153.699101745373
"2014-03-02",5,201.770011546788
"2014-03-02",6,170.357697836708
"2014-03-03",1,198.615401361268
"2014-03-03",2,179.976116148852
"2014-03-03",3,156.195808754109
"2014-03-03",4,152.627744676193
"2014-03-03",5,196.568437857621
"2014-03-03",6,166.817238536076
"2014-03-06",1,191.135977509909
"2014-03-06",2,176.223383070442
"2014-03-06",3,156.798820901217
"2014-03-06",4,152.162258501308
"2014-03-06",5,196.973298077082
"2014-03-06",6,162.772059670573
"2014-03-15",1,182.171154061901
"2014-03-15",2,172.059710212785
"2014-03-15",3,146.649421645998
"2014-03-15",4,142.763870970296
"2014-03-15",5,198.654348118759
"2014-03-15",6,161.317279748301
"2014-03-21",1,185.220592057373
"2014-03-21",2,173.447601165338
"2014-03-21",3,144.973517756634
"2014-03-21",4,146.147881575016
"2014-03-21",5,201.998845583875
"2014-03-21",6,155.253222623319
"2014-03-23",1,197.313492303029
"2014-03-23",2,183.542763289489
"2014-03-23",3,154.104844555696
"2014-03-23",4,159.536150605042
"2014-03-23",5,216.283370283566
"2014-03-23",6,168.754470983591
"2014-03-24",1,188.200128895356
"2014-03-24",2,177.657795507438
"2014-03-24",3,152.366290053644
"2014-03-24",4,152.494748626226
"2014-03-24",5,203.34544587904
"2014-03-24",6,161.361813827554
"2014-03-26",1,186.601139917788
"2014-03-26",2,170.454718999498
"2014-03-26",3,147.33857838555
"2014-03-26",4,149.406284799211
"2014-03-26",5,201.241932999664
"2014-03-26",6,160.018369103415
"2014-03-27",1,194.683461252492
"2014-03-27",2,173.323543873489
"2014-03-27",3,150.706048817451
"2014-03-27",4,152.088371806882
"2014-03-27",5,202.896579113985
"2014-03-27",6,161.940756857846
"2014-03-28",1,192.909719381201
"2014-03-28",2,171.788334886867
"2014-03-28",3,148.372313494878
"2014-03-28",4,154.223697275799
"2014-03-28",5,203.847120498807
"2014-03-28",6,164.263951325557
"2014-04-04",1,188.53148855889
"2014-04-04",2,174.534812824368
"2014-04-04",3,153.138597975601
"2014-04-04",4,149.630134578773
"2014-04-04",5,216.564362474998
"2014-04-04",6,165.580592079786
"2014-04-05",1,188.668962300001
"2014-04-05",2,180.495701240501
"2014-04-05",3,151.316410909224
"2014-04-05",4,146.528723429206
"2014-04-05",5,213.617261844303
"2014-04-05",6,172.222529767548
"2014-04-07",1,188.705621964297
"2014-04-07",2,174.477259418971
"2014-04-07",3,151.066796242597
"2014-04-07",4,149.763369425294
"2014-04-07",5,220.100883231833
"2014-04-07",6,171.639634543218
"2014-04-10",1,185.580385583052
"2014-04-10",2,170.859616794008
"2014-04-10",3,154.06217224212
"2014-04-10",4,147.890679638085
"2014-04-10",5,215.318974789124
"2014-04-10",6,167.421313840829
"2014-04-12",1,193.159771176276
"2014-04-12",2,178.875983974325
"2014-04-12",3,161.142908285436
"2014-04-12",4,158.016527973666
"2014-04-12",5,225.120461080244
"2014-04-12",6,175.374765783334
"2014-04-26",1,181.831934908774
"2014-04-26",2,170.284082740037
"2014-04-26",3,153.954005886582
"2014-04-26",4,146.580536980631
"2014-04-26",5,215.176373145703
"2014-04-26",6,169.430768429967
"2014-04-28",1,178.193463227383
"2014-04-28",2,164.890506462818
"2014-04-28",3,148.73705935408
"2014-04-28",4,145.381423361944
"2014-04-28",5,216.364720174209
"2014-04-28",6,167.751109823015
"2014-04-30",1,180.292229008337
"2014-04-30",2,164.545186030436
"2014-04-30",3,149.893607309451
"2014-04-30",4,146.543527301042
"2014-04-30",5,217.049208062629
"2014-04-30",6,167.850815585072
"2014-05-30",1,122.200518200936
"2014-05-30",2,159.976180858265
"2014-05-30",3,149.80897631124
"2014-05-30",4,141.994624529842
"2014-05-30",5,162.656031927167
"2014-05-30",6,170.201294996089
"2014-06-05",1,128.689301036397
"2014-06-05",2,160.127107181254
"2014-06-05",3,156.709515385992
"2014-06-05",4,146.055469782126
"2014-06-05",5,166.690510185056
"2014-06-05",6,174.201723188166
"2014-06-10",1,126.328029457747
"2014-06-10",2,159.668981140531
"2014-06-10",3,154.152966854563
"2014-06-10",4,144.521918020449
"2014-06-10",5,162.253403416466
"2014-06-10",6,174.009825126318
"2014-06-15",1,130.406589457233
"2014-06-15",2,162.642781755752
"2014-06-15",3,158.860125468174
"2014-06-15",4,150.755805931666
"2014-06-15",5,167.28114003778
"2014-06-15",6,177.797725999321
"2014-06-23",1,125.637089194676
"2014-06-23",2,155.385100794819
"2014-06-23",3,154.602090245219
"2014-06-23",4,143.724471104377
"2014-06-23",5,168.06372459264
"2014-06-23",6,172.56641796546
"2014-07-15",1,127.595390513888
"2014-07-15",2,152.316295425193
"2014-07-15",3,149.711115098697
"2014-07-15",4,141.194467369521
"2014-07-15",5,157.214535578122
"2014-07-15",6,165.731797681648
"2014-07-20",1,124.90715587023
"2014-07-20",2,147.446357542386
"2014-07-20",3,146.897692670627
"2014-07-20",4,140.17839429237
"2014-07-20",5,155.869580624457
"2014-07-20",6,170.570297003528
"2014-07-24",1,127.325857752782
"2014-07-24",2,143.344497110893
"2014-07-24",3,150.372578052005
"2014-07-24",4,143.774340416977
"2014-07-24",5,156.96235652431
"2014-07-24",6,170.359162487664
"2014-08-10",1,129.393233557222
"2014-08-10",2,142.122275399069
"2014-08-10",3,146.068568637928
"2014-08-10",4,139.771382213479
"2014-08-10",5,155.610770477015
"2014-08-10",6,174.912685806287
"2014-08-16",1,128.558001589041
"2014-08-16",2,147.564867213054
"2014-08-16",3,149.303124284426
"2014-08-16",4,143.268340913704
"2014-08-16",5,156.553194095864
"2014-08-16",6,173.842798094585
"2014-08-17",1,126.729520793832
"2014-08-17",2,147.722743922162
"2014-08-17",3,149.330153997349
"2014-08-17",4,140.915093411905
"2014-08-17",5,155.626609529433
"2014-08-17",6,171.284370957904
"2014-08-18",1,125.202024491662
"2014-08-18",2,147.631341616889
"2014-08-18",3,149.681540265353
"2014-08-18",4,140.199245395624
"2014-08-18",5,155.990907735038
"2014-08-18",6,172.63335981179
"2014-08-25",1,132.04189709596
"2014-08-25",2,149.351366816117
"2014-08-25",3,156.772334955585
"2014-08-25",4,151.085072125973
