"Start_date","End_date","Date","Ring","delta"
2015,2016,2016,1,-0.0115068546824933
2015,2016,2016,2,-0.00350787572923808
2015,2016,2016,3,0.0591502614744939
2015,2016,2016,4,-0.0224326747279579
2015,2016,2016,5,0.069552683412145
2015,2016,2016,6,0.00646203586100474
2016,2017,2017,1,0.0484700340970998
2016,2017,2017,2,0.0139632939068232
2016,2017,2017,3,-0.0195059257071813
2016,2017,2017,4,0.0690287230159034
2016,2017,2017,5,0.0149920350347021
2016,2017,2017,6,-0.00294142447073686
