"Date","Ring","leaf_p_pool"
"2013-02-02",3,0.190758971493334
"2013-02-02",4,0.18271232985688
"2013-02-02",5,0.222798704599762
"2013-02-02",6,0.196677367456886
"2013-02-09",1,0.180478057892285
"2013-02-09",2,0.206642161304309
"2013-02-09",3,0.187936383225265
"2013-02-09",4,0.179990696343619
"2013-02-09",5,0.227129564948354
"2013-02-09",6,0.192662612565629
"2013-02-11",1,0.186095623319509
"2013-02-11",2,0.213874494300394
"2013-02-11",3,0.186850772352932
"2013-02-11",4,0.182569768101423
"2013-02-11",5,0.231448086663474
"2013-02-11",6,0.205596510425528
"2013-02-12",1,0.192580606937701
"2013-02-12",2,0.218638989804718
"2013-02-12",3,0.186519375349798
"2013-02-12",4,0.188337039117618
"2013-02-12",5,0.236988133092298
"2013-02-12",6,0.212428437072865
"2013-02-16",1,0.204559239098694
"2013-02-16",2,0.224701596359621
"2013-02-16",3,0.188484902402865
"2013-02-16",4,0.193663664707856
"2013-02-16",5,0.244329620008002
"2013-02-16",6,0.216477408625127
"2013-02-23",1,0.210135498897777
"2013-02-23",2,0.226770015066588
"2013-02-23",3,0.187936383225265
"2013-02-23",4,0.201828565247637
"2013-02-23",5,0.239603923388313
"2013-02-23",6,0.206600199148342
"2013-02-26",1,0.21258629950083
"2013-02-26",2,0.23037904908633
"2013-02-26",3,0.185376627063131
"2013-02-26",4,0.20423915493081
"2013-02-26",5,0.244625747211325
"2013-02-26",6,0.215245608828946
"2013-02-28",1,0.220365526134119
"2013-02-28",2,0.230507433695728
"2013-02-28",3,0.181308443162597
"2013-02-28",4,0.203046820248811
"2013-02-28",5,0.240257870962318
"2013-02-28",6,0.209143637616383
"2013-03-01",1,0.228439898594706
"2013-03-01",2,0.228160620593991
"2013-03-01",3,0.201197217382227
"2013-03-01",4,0.21006808688946
"2013-03-01",5,0.245997139624592
"2013-03-01",6,0.219050928056714
"2013-03-02",1,0.233695308809221
"2013-03-02",2,0.229612199917934
"2013-03-02",3,0.192048157185286
"2013-03-02",4,0.211799380117318
"2013-03-02",5,0.24774116819676
"2013-03-02",6,0.225906982142996
"2013-03-11",1,0.24128014409179
"2013-03-11",2,0.235183499608881
"2013-03-11",3,0.200411336570439
"2013-03-11",4,0.222822848716564
"2013-03-11",5,0.256728643904427
"2013-03-11",6,0.23483167323807
"2013-03-15",1,0.239405240988234
"2013-03-15",2,0.23308216573041
"2013-03-15",3,0.193819321402898
"2013-03-15",4,0.213435993246776
"2013-03-15",5,0.254386298960785
"2013-03-15",6,0.224618516806091
"2013-03-21",1,0.238908107589563
"2013-03-21",2,0.234229604624574
"2013-03-21",3,0.197866021105392
"2013-03-21",4,0.217155568541
"2013-03-21",5,0.260407653082212
"2013-03-21",6,0.225457792392515
"2013-04-03",1,0.217915032894262
"2013-04-03",2,0.21649993254957
"2013-04-03",3,0.197359112387727
"2013-04-03",4,0.22028998530775
"2013-04-03",5,0.262314856728909
"2013-04-03",6,0.209870473642273
"2013-04-04",1,0.22162591014554
"2013-04-04",2,0.2177605243273
"2013-04-04",3,0.197118151381209
"2013-04-04",4,0.222156849590019
"2013-04-04",5,0.26418177281028
"2013-04-04",6,0.212409822955107
"2013-04-06",1,0.240693658867526
"2013-04-06",2,0.223285671267985
"2013-04-06",3,0.205045768495618
"2013-04-06",4,0.238986913952899
"2013-04-06",5,0.276132665190321
"2013-04-06",6,0.222297337670777
"2013-04-15",1,0.261154819996119
"2013-04-15",2,0.242878486026095
"2013-04-15",3,0.217274539576354
"2013-04-15",4,0.238930342307982
"2013-04-15",5,0.29398669363047
"2013-04-15",6,0.242575330009488
"2013-04-16",1,0.243113796205316
"2013-04-16",2,0.225619107111867
"2013-04-16",3,0.194588060812781
"2013-04-16",4,0.198651331126904
"2013-04-16",5,0.268862210310054
"2013-04-16",6,0.224345991464222
"2013-04-20",1,0.260993477506933
"2013-04-20",2,0.232310971974493
"2013-04-20",3,0.206539726736023
"2013-04-20",4,0.205397499783286
"2013-04-20",5,0.277815519122823
"2013-04-20",6,0.228406496887158
"2013-05-12",1,0.228680564889783
"2013-05-12",2,0.217665590616652
"2013-05-12",3,0.211969924214842
"2013-05-12",4,0.235875798789894
"2013-05-12",5,0.278011979002789
"2013-05-12",6,0.22893495662241
"2013-05-13",1,0.219522425306609
"2013-05-13",2,0.208238666670582
"2013-05-13",3,0.199424613790115
"2013-05-13",4,0.225843260259973
"2013-05-13",5,0.265316375013712
"2013-05-13",6,0.219360408957242
"2013-05-22",1,0.22373759551211
"2013-05-22",2,0.202483555642731
"2013-05-22",3,0.206979045536496
"2013-05-22",4,0.225724707367448
"2013-05-22",5,0.262883277461201
"2013-05-22",6,0.213776318574626
"2013-05-23",1,0.247830780607579
"2013-05-23",2,0.20959281044184
"2013-05-23",3,0.211437398698295
"2013-05-23",4,0.230659471518798
"2013-05-23",5,0.270291311908789
"2013-05-23",6,0.222343690120556
"2013-05-27",1,0.248679879641781
"2013-05-27",2,0.210022490676951
"2013-05-27",3,0.206966661222158
"2013-05-27",4,0.226332290941638
"2013-05-27",5,0.270155384671219
"2013-05-27",6,0.229483166408832
"2013-05-29",1,0.261916727085673
"2013-05-29",2,0.209423542470433
"2013-05-29",3,0.208849077001583
"2013-05-29",4,0.224954113566037
"2013-05-29",5,0.26403865898055
"2013-05-29",6,0.232351705988941
"2013-06-01",1,0.260633251427758
"2013-06-01",2,0.221940796455783
"2013-06-01",3,0.207847818702156
"2013-06-01",4,0.23287753454681
"2013-06-01",5,0.270331138303586
"2013-06-01",6,0.234601965952329
"2013-06-02",1,0.257316209134163
"2013-06-02",2,0.217808991051226
"2013-06-02",3,0.209911799878534
"2013-06-02",4,0.22807501333994
"2013-06-02",5,0.262937723116172
"2013-06-02",6,0.227958858512315
"2013-06-06",1,0.253091814464291
"2013-06-06",2,0.220028666446555
"2013-06-06",3,0.207749533884232
"2013-06-06",4,0.233503950356401
"2013-06-06",5,0.26901918292837
"2013-06-06",6,0.237923519672336
"2013-06-12",1,0.270435632017353
"2013-06-12",2,0.22999046264848
"2013-06-12",3,0.221263696348613
"2013-06-12",4,0.240603329531775
"2013-06-12",5,0.278339532573133
"2013-06-12",6,0.243563893913858
"2013-06-30",1,0.250607751401375
"2013-06-30",2,0.22072398644991
"2013-06-30",3,0.217922012539239
"2013-06-30",4,0.238023092982743
"2013-06-30",5,0.271629427476977
"2013-06-30",6,0.245531757815899
"2013-07-13",1,0.257529120194029
"2013-07-13",2,0.242448407777743
"2013-07-13",3,0.222390482689467
"2013-07-13",4,0.24810929316219
"2013-07-13",5,0.282435537836935
"2013-07-13",6,0.247575539609358
"2013-07-15",1,0.253412624791313
"2013-07-15",2,0.223938063432869
"2013-07-15",3,0.207301179961771
"2013-07-15",4,0.227873854683086
"2013-07-15",5,0.260876726897205
"2013-07-15",6,0.228013558959119
"2013-07-30",1,0.249223141881456
"2013-07-30",2,0.230575402941832
"2013-07-30",3,0.211884037656129
"2013-07-30",4,0.24462663609457
"2013-07-30",5,0.276472170120018
"2013-07-30",6,0.221295676505193
"2013-08-08",1,0.218712261066673
"2013-08-08",2,0.22678405819331
"2013-08-08",3,0.189470379222236
"2013-08-08",4,0.225479189403679
"2013-08-08",5,0.253336055878334
"2013-08-08",6,0.20276078488125
"2013-09-08",1,0.181500925617533
"2013-09-08",2,0.20116689678756
"2013-09-08",3,0.1830879671284
"2013-09-08",4,0.198308230973196
"2013-09-08",5,0.240892171982056
"2013-09-08",6,0.173915879928525
"2013-09-09",1,0.185483616316902
"2013-09-09",2,0.200963227670188
"2013-09-09",3,0.182260057715472
"2013-09-09",4,0.208604624283178
"2013-09-09",5,0.244101104092538
"2013-09-09",6,0.183961648666936
"2013-09-24",1,0.174844343635902
"2013-09-24",2,0.188175716658019
"2013-09-24",3,0.182943982882674
"2013-09-24",4,0.205045752740289
"2013-09-24",5,0.23987809386922
"2013-09-24",6,0.167497087076666
"2013-10-01",1,0.174449497807419
"2013-10-01",2,0.18962268056935
"2013-10-01",3,0.177994738584421
"2013-10-01",4,0.192955510858694
"2013-10-01",5,0.232475748681595
"2013-10-01",6,0.174514494634023
"2013-10-22",1,0.162439130006223
"2013-10-22",2,0.165449859541267
"2013-10-22",3,0.146484165355448
"2013-10-22",4,0.160327153108449
"2013-10-22",5,0.200842190613259
"2013-10-22",6,0.161692353886163
"2013-11-05",1,0.164022937410018
"2013-11-05",2,0.163277971525687
"2013-11-05",3,0.148413293751511
"2013-11-05",4,0.156306771081097
"2013-11-05",5,0.196394920506466
"2013-11-05",6,0.160913254472412
"2013-11-10",1,0.166735437945531
"2013-11-10",2,0.165327044528131
"2013-11-10",3,0.148876713964185
"2013-11-10",4,0.156860668488216
"2013-11-10",5,0.197034180645547
"2013-11-10",6,0.165146062390538
"2013-11-11",1,0.171963441770961
"2013-11-11",2,0.171835864653544
"2013-11-11",3,0.151253227875339
"2013-11-11",4,0.161399550018772
"2013-11-11",5,0.204946800589279
"2013-11-11",6,0.168606848738692
"2013-11-16",1,0.167796192344893
"2013-11-16",2,0.179941756383803
"2013-11-16",3,0.154093161999166
"2013-11-16",4,0.169661853008293
"2013-11-16",5,0.225360507697258
"2013-11-16",6,0.179188868534006
"2013-11-17",1,0.162280269468208
"2013-11-17",2,0.178736419323542
"2013-11-17",3,0.154069396860055
"2013-11-17",4,0.165122971477736
"2013-11-17",5,0.218129765235211
"2013-11-17",6,0.177218882458904
"2013-11-18",1,0.163356177501847
"2013-11-18",2,0.18232229707782
"2013-11-18",3,0.154592229920509
"2013-11-18",4,0.166369240643754
"2013-11-18",5,0.221809062480143
"2013-11-18",6,0.181039058158596
"2013-11-23",1,0.181873918587864
"2013-11-23",2,0.200989954798621
"2013-11-23",3,0.169623680408551
"2013-11-23",4,0.180124359587203
"2013-11-23",5,0.235602875703417
"2013-11-23",6,0.18769441652043
"2013-12-09",1,0.121408447377242
"2013-12-09",2,0.144786336427179
"2013-12-09",3,0.145782558042162
"2013-12-09",4,0.147279012370254
"2013-12-09",5,0.202334423390475
"2013-12-09",6,0.140264208614965
"2013-12-14",1,0.122271407817383
"2013-12-14",2,0.149143641714911
"2013-12-14",3,0.141957981007821
"2013-12-14",4,0.139838017825928
"2013-12-14",5,0.189508758946409
"2013-12-14",6,0.150874823473033
"2013-12-22",1,0.136078774859639
"2013-12-22",2,0.163380742279006
"2013-12-22",3,0.164131555192261
"2013-12-22",4,0.162938025667958
"2013-12-22",5,0.206482087734274
"2013-12-22",6,0.162835082206531
"2013-12-23",1,0.136504651440488
"2013-12-23",2,0.157894664312278
"2013-12-23",3,0.153846695542725
"2013-12-23",4,0.162187341262602
"2013-12-23",5,0.210666784795428
"2013-12-23",6,0.160903884466076
"2013-12-24",1,0.140203053326807
"2013-12-24",2,0.160759076701986
"2013-12-24",3,0.157615193734922
"2013-12-24",4,0.166243671031897
"2013-12-24",5,0.212703584249972
"2013-12-24",6,0.16275827320549
"2013-12-25",1,0.143576444138267
"2013-12-25",2,0.161899986721614
"2013-12-25",3,0.162112716875014
"2013-12-25",4,0.169641505708775
"2013-12-25",5,0.215345251421319
"2013-12-25",6,0.164294453226307
"2014-01-02",1,0.131410137719898
"2014-01-02",2,0.15204868995471
"2014-01-02",3,0.157396459362537
"2014-01-02",4,0.170915602820655
"2014-01-02",5,0.20295766625434
"2014-01-02",6,0.151806648725535
"2014-01-03",1,0.133882024741086
"2014-01-03",2,0.155574780672768
"2014-01-03",3,0.165541866847258
"2014-01-03",4,0.171744451975574
"2014-01-03",5,0.208425605101051
"2014-01-03",6,0.155661314936642
"2014-01-07",1,0.138061114309281
"2014-01-07",2,0.161001098953581
"2014-01-07",3,0.168770294324905
"2014-01-07",4,0.173137379027592
"2014-01-07",5,0.206570216670031
"2014-01-07",6,0.157695981362844
"2014-01-08",1,0.139919475415137
"2014-01-08",2,0.169232031177287
"2014-01-08",3,0.173697894159209
"2014-01-08",4,0.179054441050211
"2014-01-08",5,0.216447431552811
"2014-01-08",6,0.164527980555411
"2014-01-09",1,0.14164446132201
"2014-01-09",2,0.170258357294071
"2014-01-09",3,0.175184669971283
"2014-01-09",4,0.18317566323717
"2014-01-09",5,0.220212778662821
"2014-01-09",6,0.164882647180161
"2014-01-10",1,0.139723858456626
"2014-01-10",2,0.171447269726383
"2014-01-10",3,0.176034256149612
"2014-01-10",4,0.184441960557185
"2014-01-10",5,0.217604320809799
"2014-01-10",6,0.161503980912799
"2014-01-21",1,0.15504422298003
"2014-01-21",2,0.190266635748981
"2014-01-21",3,0.179804294815943
"2014-01-21",4,0.196748068148974
"2014-01-21",5,0.227623418337305
"2014-01-21",6,0.173058646213888
"2014-01-22",1,0.156271274810692
"2014-01-22",2,0.193416745612375
"2014-01-22",3,0.180685740475959
"2014-01-22",4,0.199994394005742
"2014-01-22",5,0.234280988589787
"2014-01-22",6,0.176726645780389
"2014-01-23",1,0.161383990771781
"2014-01-23",2,0.196749765080739
"2014-01-23",3,0.183425655901067
"2014-01-23",4,0.203827821347243
"2014-01-23",5,0.239497904295829
"2014-01-23",6,0.18237331177971
"2014-01-24",1,0.159321121027481
"2014-01-24",2,0.198324820012436
"2014-01-24",3,0.186144331671718
"2014-01-24",4,0.208559168606574
"2014-01-24",5,0.244311000166885
"2014-01-24",6,0.18570531138592
"2014-01-25",1,0.159472279586331
"2014-01-25",2,0.192451389363915
"2014-01-25",3,0.187323132494149
"2014-01-25",4,0.208904522421124
"2014-01-25",5,0.238930373716929
"2014-01-25",6,0.187095977888232
"2014-01-26",1,0.165900964177404
"2014-01-26",2,0.21123010880763
"2014-01-26",3,0.197858001105418
"2014-01-26",4,0.220001891661988
"2014-01-26",5,0.252572935709719
"2014-01-26",6,0.194282643705549
"2014-02-04",1,0.21313963131839
"2014-02-04",2,0.192477806275791
"2014-02-04",3,0.167082136952626
"2014-02-04",4,0.177691828913886
"2014-02-04",5,0.241865927364817
"2014-02-04",6,0.171785320960986
"2014-02-05",1,0.212907263227554
"2014-02-05",2,0.196375982511499
"2014-02-05",3,0.172477087961718
"2014-02-05",4,0.18226218667466
"2014-02-05",5,0.243954498979381
"2014-02-05",6,0.178580504544493
"2014-02-06",1,0.213128012913848
"2014-02-06",2,0.196311726859262
"2014-02-06",3,0.173828346719137
"2014-02-06",4,0.183458454813386
"2014-02-06",5,0.249076750034095
"2014-02-06",6,0.178792252474859
"2014-02-10",1,0.210757858387331
"2014-02-10",2,0.191728156999693
"2014-02-10",3,0.163330881297706
"2014-02-10",4,0.176004784102861
"2014-02-10",5,0.238237180034485
"2014-02-10",6,0.172420564752079
"2014-02-13",1,0.221400316947574
"2014-02-13",2,0.206421282811209
"2014-02-13",3,0.175189689497131
"2014-02-13",4,0.185442010530591
"2014-02-13",5,0.246626470486281
"2014-02-13",6,0.178647878885974
"2014-02-14",1,0.221493264183908
"2014-02-14",2,0.204557868896338
"2014-02-14",3,0.177498930209435
"2014-02-14",4,0.184593375868076
"2014-02-14",5,0.248971738053475
"2014-02-14",6,0.179090624558553
"2014-02-15",1,0.227976333918203
"2014-02-15",2,0.213982031224424
"2014-02-15",3,0.182752704930439
"2014-02-15",4,0.189317101338944
"2014-02-15",5,0.254537373026363
"2014-02-15",6,0.185674060211697
"2014-02-16",1,0.234668534934251
"2014-02-16",2,0.222945694711479
"2014-02-16",3,0.189609838923304
"2014-02-16",4,0.193693193333601
"2014-02-16",5,0.25950794010907
"2014-02-16",6,0.191410504143385
"2014-02-17",1,0.239071910255575
"2014-02-17",2,0.231170418197809
"2014-02-17",3,0.189569502840994
"2014-02-17",4,0.197905693104158
"2014-02-17",5,0.270639210054848
"2014-02-17",6,0.206290608704438
"2014-02-18",1,0.24349852238598
"2014-02-18",2,0.238463434726703
"2014-02-18",3,0.194359412615421
"2014-02-18",4,0.194572501538135
"2014-02-18",5,0.272961141626346
"2014-02-18",6,0.208225214795493
"2014-02-27",1,0.250295289042904
"2014-02-27",2,0.239737838496069
"2014-02-27",3,0.190416560569524
"2014-02-27",4,0.196157301209097
"2014-02-27",5,0.267757214586706
"2014-02-27",6,0.207330098544408
"2014-02-28",1,0.25658084589999
"2014-02-28",2,0.246441844879459
"2014-02-28",3,0.194329160553689
"2014-02-28",4,0.202036396762666
"2014-02-28",5,0.264291819226228
"2014-02-28",6,0.209659325778416
"2014-03-01",1,0.274416037127987
"2014-03-01",2,0.265369528032096
"2014-03-01",3,0.210131302692059
"2014-03-01",4,0.205727428998967
"2014-03-01",5,0.286511099325074
"2014-03-01",6,0.221457494622556
"2014-03-02",1,0.281432390804721
"2014-03-02",2,0.264962033448871
"2014-03-02",3,0.215758008475237
"2014-03-02",4,0.213071544836271
"2014-03-02",5,0.287338332911647
"2014-03-02",6,0.228034653054146
"2014-03-03",1,0.276410286699884
"2014-03-03",2,0.262743451829084
"2014-03-03",3,0.212949994014183
"2014-03-03",4,0.211586333125798
"2014-03-03",5,0.279930832159159
"2014-03-03",6,0.223295522280931
"2014-03-06",1,0.266001276739254
"2014-03-06",2,0.257264913543487
"2014-03-06",3,0.213772112316469
"2014-03-06",4,0.210941034244696
"2014-03-06",5,0.280507388901315
"2014-03-06",6,0.217880792152204
"2014-03-15",1,0.253525056856534
"2014-03-15",2,0.251186452677029
"2014-03-15",3,0.1999349003715
"2014-03-15",4,0.197912142550064
"2014-03-15",5,0.282901352765487
"2014-03-15",6,0.215933476362791
"2014-03-21",1,0.257768917225997
"2014-03-21",2,0.253212606299182
"2014-03-21",3,0.197650052102811
"2014-03-21",4,0.202603362987282
"2014-03-21",5,0.287664212809388
"2014-03-21",6,0.207816348812023
"2014-03-23",1,0.274598438003466
"2014-03-23",2,0.267950327059196
"2014-03-23",3,0.210099272108854
"2014-03-23",4,0.221163387948503
"2014-03-23",5,0.308006638733731
"2014-03-23",6,0.225888631571934
"2014-03-24",1,0.261915497128538
"2014-03-24",2,0.259358982929511
"2014-03-24",3,0.207729008951613
"2014-03-24",4,0.211401962016912
"2014-03-24",5,0.289581890669169
"2014-03-24",6,0.21599308807063
"2014-03-26",1,0.259690206447703
"2014-03-26",2,0.248843358823478
"2014-03-26",3,0.200874464145541
"2014-03-26",4,0.207120455154997
"2014-03-26",5,0.286586302378399
"2014-03-26",6,0.214194801550815
"2014-03-27",1,0.270938260435533
"2014-03-27",2,0.253031497595525
"2014-03-27",3,0.20546551440506
"2014-03-27",4,0.21083860585087
"2014-03-27",5,0.288942664715908
"2014-03-27",6,0.21676804027254
"2014-03-28",1,0.268469768587394
"2014-03-28",2,0.250790277387781
"2014-03-28",3,0.202283809806603
"2014-03-28",4,0.213798786432434
"2014-03-28",5,0.290296319675753
"2014-03-28",6,0.219877784364818
"2014-04-04",1,0.262376645755333
"2014-04-04",2,0.254799804368987
"2014-04-04",3,0.208781937123436
"2014-04-04",4,0.207430775890778
"2014-04-04",5,0.30840679645404
"2014-04-04",6,0.221640192059921
"2014-04-05",1,0.26256796604537
"2014-04-05",2,0.26350198347995
"2014-04-05",3,0.206297653275023
"2014-04-05",4,0.203131320283643
"2014-04-05",5,0.304209864632234
"2014-04-05",6,0.230530849632013
"2014-04-07",1,0.262618984789379
"2014-04-07",2,0.254715783329295
"2014-04-07",3,0.205957340419076
"2014-04-07",4,0.207615478040965
"2014-04-07",5,0.313443114640208
"2014-04-07",6,0.229750607166102
"2014-04-10",1,0.258269636862561
"2014-04-10",2,0.249434460834366
"2014-04-10",3,0.210041094690439
"2014-04-10",4,0.205019386707779
"2014-04-10",5,0.306633254297084
"2014-04-10",6,0.224104115636483
"2014-04-12",1,0.268817762186545
"2014-04-12",2,0.261137391362903
"2014-04-12",3,0.219694636037466
"2014-04-12",4,0.219056750122006
"2014-04-12",5,0.320591437227027
"2014-04-12",6,0.234750318756875
"2014-04-26",1,0.253052970287581
"2014-04-26",2,0.248594250437446
"2014-04-26",3,0.209893625786196
"2014-04-26",4,0.203203148897605
"2014-04-26",5,0.306430176950867
"2014-04-26",6,0.226793898874229
"2014-04-28",1,0.247989359944628
"2014-04-28",2,0.240720278717733
"2014-04-28",3,0.202781087096905
"2014-04-28",4,0.201540829545921
"2014-04-28",5,0.308122488169337
"2014-04-28",6,0.224545568610616
"2014-04-30",1,0.250910183039178
"2014-04-30",2,0.240216152479582
"2014-04-30",3,0.204357869996126
"2014-04-30",4,0.203151842744776
"2014-04-30",5,0.309097259431176
"2014-04-30",6,0.22467903113768
"2014-05-30",1,0.170064758519689
"2014-05-30",2,0.233545955255366
"2014-05-30",3,0.204242488087314
"2014-05-30",4,0.196845743816655
"2014-05-30",5,0.231636568257508
"2014-05-30",6,0.227825297868262
"2014-06-05",1,0.179095107181426
"2014-06-05",2,0.233766289508169
"2014-06-05",3,0.213650357391774
"2014-06-05",4,0.202475253432649
"2014-06-05",5,0.23738202194462
"2014-06-05",6,0.233180126364024
"2014-06-10",1,0.175808958425803
"2014-06-10",2,0.233097480669041
"2014-06-10",3,0.210164879780004
"2014-06-10",4,0.200349305790559
"2014-06-10",5,0.23106318966591
"2014-06-10",6,0.232923258558747
"2014-06-15",1,0.181485033549151
"2014-06-15",2,0.237438871379175
"2014-06-15",3,0.216582397680054
"2014-06-15",4,0.208991282955654
"2014-06-15",5,0.238223131066578
"2014-06-15",6,0.237993605671601
"2014-06-23",1,0.174847386488788
"2014-06-23",2,0.226843531348764
"2014-06-23",3,0.210777193414503
"2014-06-23",4,0.199243813016672
"2014-06-23",5,0.239337600653173
"2014-06-23",6,0.230991165936448
