"Start_date","End_date","Date","Ring","delta"
2014,2015,2015,1,-0.0620376981500886
2014,2015,2015,2,-0.0832928518806096
2014,2015,2015,3,-0.16285943426025
2014,2015,2015,4,-0.0668058870940206
2014,2015,2015,5,-0.12111548431661
2014,2015,2015,6,-0.0829848338591768
2015,2016,2016,1,-0.0698698163588583
2015,2016,2016,2,-0.0112080606964443
2015,2016,2016,3,-0.00055218472465593
2015,2016,2016,4,-0.0415201363594535
2015,2016,2016,5,0.132539047131861
2015,2016,2016,6,0.0117179979449581
