"Date","Ring","wood_pool","sap_pool","heart_pool"
2016-12-21,1,64.2482639557751,35.1150175304335,29.1332464253416
2016-12-21,2,158.483132413288,88.4093852569121,70.0737471563757
2016-12-21,3,0,0,0
2016-12-21,4,0,0,0
2016-12-21,5,484.942283086514,258.198783886684,226.743499199831
2016-12-21,6,415.917758083637,220.975388812075,194.942369271562
